Filename,Date,Selection,RMS,PeakFreq,PeakLev,Verified,used,ins_sm,out_sm,ins_med,out_med,ins_lg,out_lg,pins_sm,pins_med,pins_lg,pins_ovrll,begin_file_date,seln_num,View,Channel,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_Date,Begin_Clock,End_Clock,Delta_Time_s,Behavior,Partial,Notes,Dep,Site_ID,DeltaHours,Hr_time,Hr_local,Begin_Hour_loc,Begin_Date_loc,Weekday
805830683.190113005940_sel03_S11.wav,190113000000,S11,121.1488976,53,116.7927521,1,1,6,0,40,0,30,10,1,1,0.75,1,2019-01-13,11,Spectrogram 1,1,19980.924464009,20705.956983596,19.1,3843.2,2019-01-13,12:02:40,12:14:45,725.0325,TransitA+Maneuver,n,NA,201812,EP,0.20139791666666668,2019-01-13T01:02:40Z,2019-01-13T01:02:40Z,12,2019-01-13,Sunday
805830683.190113005940_sel04_S12.wav,190113000000,S12,116.4919979,71,110.0101643,1,1,14,0,58,0,4,43,1,1,0.0851063829787234,1,2019-01-13,12,Spectrogram 1,1,20990.352258859,21599.824286181,0,5124.3,2019-01-13,12:19:29,12:29:39,609.472,TransitA+Maneuver,y,interesting straight lines starting @ 12:24:49. GREAT example of a boat starting during those lines; depth sounder??,201812,EP,0.16929777777777777,2019-01-13T01:19:29Z,2019-01-13T01:19:29Z,12,2019-01-13,Sunday
805830683.181212105940_sel01_S1.wav,181212000000,S1,127.8575086,59,116.7923635,1,1,6,0,40,0,30,10,1,1,0.75,1,2018-12-12,1,Spectrogram 1,1,2.751647331,1619.165819463,19.1,9980.9,2018-12-12,10:59:42,11:26:39,1616.4142,CPA+Maneuver,y,possibly patrol boat,201812,EP,0.4490039444444444,2018-12-11T23:59:42Z,2018-12-11T23:59:42Z,10,2018-12-12,Wednesday
805830683.181226005940_sel01_S6.wav,181226000000,S6,121.1806684,231,104.3221104,1,1,23,0,52,21,0,52,1,0.7123287671232876,0,0.78125,2018-12-26,6,Spectrogram 1,1,13187.024686633,13401.924550471,0,6175.9,2018-12-26,08:09:26,08:13:01,214.8999,CPA+Maneuver,n,NA,201812,EP,0.059694416666666666,2018-12-25T21:09:26Z,2018-12-25T21:09:26Z,8,2018-12-26,Wednesday
805830683.181226005940_sel02_S9.wav,181226000000,S9,123.3640685,49,116.4407515,1,1,6,0,41,0,29,11,1,1,0.725,1,2018-12-26,9,Spectrogram 1,1,17867.972654923,18000.245740288,38.2,5831.7,2018-12-26,10:27:27,10:29:39,132.2731,CPA+Maneuver,y,NA,201812,EP,0.03674252777777778,2018-12-25T23:27:27Z,2018-12-25T23:27:27Z,10,2018-12-26,Wednesday
805830683.181228005940_sel01_S6.wav,181228000000,S6,131.3701732,336,111.347247,1,1,12,0,54,0,10,36,1,1,0.21739130434782608,1,2018-12-28,6,Spectrogram 1,1,12603.206674157,14262.548017311,60.841,9349.904,2018-12-28,07:59:42,08:27:22,1659.3413,CPA+Maneuver,y,NA,201812,EP,0.4609281388888889,2018-12-27T20:59:42Z,2018-12-27T20:59:42Z,7,2018-12-28,Friday
805830683.181229005940_sel01_S7.wav,181229000000,S7,116.0843015,78,103.7639875,1,1,25,0,50,24,0,52,1,0.6756756756756757,0,0.7575757575757576,2018-12-29,7,Spectrogram 1,1,18003.300387652,18535.318586015,38.2,4799.2,2018-12-29,10:59:42,11:08:34,532.0182,CPA+Maneuver,y,NA,201812,EP,0.14778283333333334,2018-12-28T23:59:42Z,2018-12-28T23:59:42Z,10,2018-12-29,Saturday
805830683.190102005940_sel01_S6.wav,190102000000,S6,119.2342293,177,112.644807,1,1,10,0,51,0,15,30,1,1,0.3333333333333333,1,2019-01-02,6,Spectrogram 1,1,21881.469439505,22553.929774775,0,7801.1,2019-01-02,13:04:20,13:15:33,672.4603,CPA+Maneuver,n,NA,201812,EP,0.18679452777777777,2019-01-02T02:04:20Z,2019-01-02T02:04:20Z,13,2019-01-02,Wednesday
805830683.190108005940_sel01_S17.wav,190108000000,S17,119.529624,339,104.3539713,1,1,23,0,52,21,0,52,1,0.7123287671232876,0,0.78125,2019-01-08,17,Spectrogram 1,1,27756.959373212,28800.491219549,0,6233.3,2019-01-08,16:12:16,16:29:39,1043.5318,CPA+Maneuver,y,multiple CPAs,201812,EP,0.2898699444444444,2019-01-08T05:12:16Z,2019-01-08T05:12:16Z,16,2019-01-08,Tuesday
805830683.190113005940_sel01_S10.wav,190113000000,S10,123.2457498,77,114.949591,1,1,8,0,44,0,24,18,1,1,0.5714285714285714,1,2019-01-13,10,Spectrogram 1,1,18071.332782523,19798.993378386,43.021,8374.8,2019-01-13,11:00:50,11:29:38,1727.6606,CPA+Maneuver,y,NA,201812,EP,0.4799057222222222,2019-01-13T00:00:50Z,2019-01-13T00:00:50Z,11,2019-01-13,Sunday
