"","Site_ID","mean_dur_h","med_dur_h","min_dur_h","max_dur_h","Behavior","mean_dur_m","med_dur_m","min_dur_m","max_dur_m"
"1","CEC",1.67683535648148,1.11496218055556,0.560157027777778,5.85208194444444,"Total",100.610121388889,66.8977308333333,33.6094216666667,351.124916666667
"2","ABE",0.675514288888889,0.630652166666667,0.0241244722222222,1.54694461111111,"Transit",40.5308573333333,37.83913,1.44746833333333,92.8166766666667
"3","ABW",1.05553638095238,1.0383415,0.448118388888889,1.65399316666667,"Maneuver",63.3321828571429,62.30049,26.8871033333333,99.23959
"4","ABW",1.62299290155229,1.46459576388889,0.250453333333333,4.03013966666667,"Transit",97.3795740931373,87.8757458333333,15.0272,241.80838
