Filename,Date,Selection,RMS,PeakFreq,PeakLev,Verified,used,ins_sm,out_sm,ins_med,out_med,ins_lg,out_lg,pins_sm,pins_med,pins_lg,pins_ovrll,begin_file_date,seln_num,View,Channel,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_Date,Begin_Clock,End_Clock,Delta_Time_s,Behavior,Notes,Dep,Site_ID,DeltaHours,Hr_time,Hr_local,Begin_Hour_loc,Begin_Date_loc,Weekday
805355546.180703024438_sel03_S1.wav,180703000000,S1,113.8946378,156,94.72085069,1,1,40,0,78,27,0,15,1,0.7428571428571429,0,0.8137931034482758,2018-07-03,1,Spectrogram 1,1,31828.335757588,32182.554732193,119.5,4342.6,2018-07-03,11:35:04,11:40:58,354.219,CPA,NA,201807,CG,0.09839416666666667,2018-07-03T01:35:04Z,2018-07-03T01:35:04Z,11,2018-07-03,Tuesday
805355546.180709024338_sel09_S2.wav,180709000000,S2,119.3752379,660,98.63567761,1,1,28,0,91,2,0,40,1,0.978494623655914,0,0.9834710743801653,2018-07-09,2,Spectrogram 1,1,31724.014583029,34495.554717762,159.4,5876.5,2018-07-09,11:32:20,12:18:32,2771.5401,CPA,NA,201807,CG,0.76987225,2018-07-09T01:32:20Z,2018-07-09T01:32:20Z,11,2018-07-09,Monday
805355546.180711024316_sel09_S16.wav,180711000000,S16,124.3219495,228,109.8985989,1,1,10,0,52,0,53,0,1,1,1,1,2018-07-11,16,Spectrogram 1,1,108528.569284215,109086.437889036,119.5,8525.9,2018-07-12,08:51:58,09:01:16,557.8686,CPA,NA,201807,CG,0.1549635,2018-07-11T22:51:58Z,2018-07-11T22:51:58Z,8,2018-07-12,Thursday
805355546.180711024316_sel01_S4.wav,180711000000,S4,118.1134216,783,97.15081116,1,1,33,0,86,11,0,31,1,0.8865979381443299,0,0.9153846153846154,2018-07-11,4,Spectrogram 1,1,34698.810218537,35627.058380033,59.8,7788.8,2018-07-11,12:21:33,12:37:01,928.2482,CPA,NA,201807,CG,0.2578467222222222,2018-07-11T02:21:33Z,2018-07-11T02:21:33Z,12,2018-07-11,Wednesday
805355546.180711024316_sel07_S9.wav,180711000000,S9,121.3368176,263,105.0032801,1,1,16,0,70,0,35,25,1,1,0.5833333333333334,1,2018-07-11,9,Spectrogram 1,1,57519.722606022,57866.583917245,79.7,9442.2,2018-07-11,18:41:53,18:47:39,346.86130000000003,CPA,NA,201807,CG,0.09635036111111112,2018-07-11T08:41:53Z,2018-07-11T08:41:53Z,18,2018-07-11,Wednesday
805355546.180717024218_sel05_S16.wav,180717000000,S16,108.7579438,243,95.88375302,1,1,37,0,82,20,0,22,1,0.803921568627451,0,0.8561151079136691,2018-07-17,16,Spectrogram 1,1,102687.75911878,103780.635017199,219.1,9561.8,2018-07-18,08:53:00,09:11:13,1092.8759,CPA,NA,201807,CG,0.3035766388888889,2018-07-17T22:53:00Z,2018-07-17T22:53:00Z,8,2018-07-18,Wednesday
805355546.180717024218_sel14_S32.wav,180717000000,S32,124.1375855,179,112.2996604,1,1,7,0,45,0,49,0,1,1,1,1,2018-07-17,32,Spectrogram 1,1,138439.24848233,138714.63533052,0,9004,2018-07-18,18:48:50,18:53:26,275.3868,CPA,NA,201807,CG,0.07649633333333333,2018-07-18T08:48:50Z,2018-07-18T08:48:50Z,18,2018-07-18,Wednesday
805355546.180719024201_sel02_S10.wav,180719000000,S10,123.2654622,292,115.7280336,1,1,5,0,34,0,43,0,1,1,1,1,2018-07-19,10,Spectrogram 1,1,40594.999995833,41208.445236557,139.4,9223.1,2018-07-19,13:58:35,14:08:48,613.4452,CPA,NA,201807,CG,0.17040144444444444,2018-07-19T03:58:35Z,2018-07-19T03:58:35Z,13,2018-07-19,Thursday
805355546.180723024124_sel06_S12.wav,180723000000,S12,124.329854,213,107.6508272,1,1,12,0,60,0,49,8,1,1,0.8596491228070176,1,2018-07-23,12,Spectrogram 1,1,51755.591225182,52052.656921731,119.5,9601.6,2018-07-23,17:03:57,17:08:54,297.0657,CPA,NA,201807,CG,0.08251825,2018-07-23T07:03:57Z,2018-07-23T07:03:57Z,17,2018-07-23,Monday
805355546.180723024124_sel10_S13.wav,180723000000,S13,125.0640589,257,106.5984082,1,1,14,0,63,0,44,15,1,1,0.7457627118644068,1,2018-07-23,13,Spectrogram 1,1,60726.554740526,60959.372250578,557.8,9163.3,2018-07-23,19:33:28,19:37:21,232.8175,CPA,NA,201807,CG,0.06467152777777778,2018-07-23T09:33:28Z,2018-07-23T09:33:28Z,19,2018-07-23,Monday
805355546.180723024124_sel18_S20.wav,180723000000,S20,117.4940001,151,98.23106812,1,1,30,0,89,4,0,38,1,0.956989247311828,0,0.967479674796748,2018-07-23,20,Spectrogram 1,1,103795.058372521,104123.525506539,179.3,9402.4,2018-07-24,07:31:14,07:36:42,328.4671,CPA,NA,201807,CG,0.09124086111111111,2018-07-23T21:31:14Z,2018-07-23T21:31:14Z,7,2018-07-24,Tuesday
805355546.180723024124_sel02_S4.wav,180723000000,S4,116.1841879,152,104.9126442,1,1,17,0,69,0,35,26,1,1,0.5737704918032787,1,2018-07-23,4,Spectrogram 1,1,23577.613126034,24557.722609945,0,8247,2018-07-23,09:14:20,09:30:40,980.1095,CPA,NA,201807,CG,0.2722526388888889,2018-07-22T23:14:20Z,2018-07-22T23:14:20Z,9,2018-07-23,Monday
805355546.180725024106_sel01_S23.wav,180725000000,S23,115.9743434,113,108.6993775,1,1,11,0,56,0,54,1,1,1,0.9818181818181818,1,2018-07-25,23,Spectrogram 1,1,110317.547449316,110721.430651749,0,9899.6,2018-07-26,09:19:38,09:26:21,403.8832,CPA,NA,201807,CG,0.11218977777777778,2018-07-25T23:19:38Z,2018-07-25T23:19:38Z,9,2018-07-26,Thursday
805355546.180725024106_sel07_S29.wav,180725000000,S29,115.081483,116,109.1488342,1,1,10,0,55,0,54,0,1,1,1,1,2018-07-25,29,Spectrogram 1,1,115759.459846974,116530.175179988,80.3,9859.4,2018-07-26,10:50:19,11:03:10,770.7153,CPA,on/off,201807,CG,0.21408758333333333,2018-07-26T00:50:19Z,2018-07-26T00:50:19Z,10,2018-07-26,Thursday
805355546.180725024106_sel12_S31.wav,180725000000,S31,124.0032226,203,112.2276925,1,1,7,0,45,0,49,0,1,1,1,1,2018-07-25,31,Spectrogram 1,1,119206.919702038,120305.576577935,0,9538.2,2018-07-26,11:47:47,12:06:06,1098.6569,CPA,NA,201807,CG,0.3051824722222222,2018-07-26T01:47:47Z,2018-07-26T01:47:47Z,11,2018-07-26,Thursday
805355546.180727024048_sel02_S14.wav,180727000000,S14,117.2617609,53,98.3796226,1,1,29,0,90,3,0,39,1,0.967741935483871,0,0.9754098360655737,2018-07-27,14,Spectrogram 1,1,33427.124082832,33705.007281098,138.3,9585,2018-07-27,11:57:54,12:02:32,277.8832,CPA,NA,201807,CG,0.07718977777777777,2018-07-27T01:57:54Z,2018-07-27T01:57:54Z,11,2018-07-27,Friday
805355546.180727024048_sel07_S19.wav,180727000000,S19,123.8858734,399,106.3889492,1,1,14,0,64,0,43,16,1,1,0.7288135593220338,1,2018-07-27,19,Spectrogram 1,1,98342.051088519,100415.744507406,217.4,8517.8,2018-07-28,05:59:45,06:34:19,2073.6934,CPA,NA,201807,CG,0.5760259444444444,2018-07-27T19:59:45Z,2018-07-27T19:59:45Z,5,2018-07-28,Saturday
805355546.180727024048_sel12_S27.wav,180727000000,S27,122.2012783,81,116.0913424,1,1,5,0,33,0,42,0,1,1,1,1,2018-07-27,27,Spectrogram 1,1,115913.57662757,116229.299256265,0,9782.6,2018-07-28,10:52:36,10:57:51,315.7226,CPA,NA,201807,CG,0.08770072222222222,2018-07-28T00:52:36Z,2018-07-28T00:52:36Z,10,2018-07-28,Saturday
805355546.180727024048_sel17_S31.wav,180727000000,S31,120.5486651,123,107.0376927,1,1,13,0,62,0,46,12,1,1,0.7931034482758621,1,2018-07-27,31,Spectrogram 1,1,121001.795616758,121351.153265557,97.3,10097.3,2018-07-28,12:17:24,12:23:13,349.3576,CPA,NA,201807,CG,0.09704377777777777,2018-07-28T02:17:24Z,2018-07-28T02:17:24Z,12,2018-07-28,Saturday
805355546.180802023946_sel05_S9.wav,180802000000,S9,121.8346141,2504,99.47388086,1,1,27,0,89,0,4,42,1,1,0.08695652173913043,1,2018-08-02,9,Spectrogram 1,1,65379.48175038,65584.839409596,517.9,9840.6,2018-08-02,20:49:22,20:52:47,205.3577,CPA,NA,201807,CG,0.057043805555555556,2018-08-02T10:49:22Z,2018-08-02T10:49:22Z,20,2018-08-02,Thursday
805355546.180707024358_sel04_S3.wav,180707000000,S3,116.2307625,926,97.48482111,1,1,32,0,87,9,0,33,1,0.90625,0,0.9296875,2018-07-07,3,Spectrogram 1,1,17771.255461344,17924.452542655,99,7920.8,2018-07-07,07:40:09,07:42:42,153.1971,Maneuver+TransitA,NA,201807,CG,0.04255475,2018-07-06T21:40:09Z,2018-07-06T21:40:09Z,7,2018-07-07,Saturday
805355546.180715024234_sel05_S3.wav,180715000000,S3,113.8801636,234,97.67704511,1,1,31,0,88,8,0,34,1,0.9166666666666666,0,0.937007874015748,2018-07-15,3,Spectrogram 1,1,12692.208454649,13971.087562105,0,4541.8,2018-07-15,06:14:06,06:35:25,1278.8791,Maneuver+TransitA,on/off,201807,CG,0.3552441944444445,2018-07-14T20:14:06Z,2018-07-14T20:14:06Z,6,2018-07-15,Sunday
805355546.180725024106_sel15_S32.wav,180725000000,S32,108.0525944,243,93.75309054,1,1,43,0,75,34,0,8,1,0.6880733944954128,0,0.7763157894736842,2018-07-25,32,Spectrogram 1,1,120280.350303482,122047.372184276,441.8,5582.3,2018-07-26,12:05:40,12:35:07,1767.0219,Maneuver+TransitA,NA,201807,CG,0.49083941666666664,2018-07-26T02:05:40Z,2018-07-26T02:05:40Z,12,2018-07-26,Thursday
805355546.180802023946_sel16_S27.wav,180802000000,S27,108.3858071,226,97.95146698,1,1,30,0,89,6,0,36,1,0.9368421052631579,0,0.952,2018-08-02,27,Spectrogram 1,1,224281.160562865,225921.788297704,278.9,3685.3,2018-08-04,16:57:35,17:24:56,1640.6277,Maneuver+TransitA,NA,201807,CG,0.4557299166666667,2018-08-04T06:57:35Z,2018-08-04T06:57:35Z,16,2018-08-04,Saturday
805355546.180705024418_sel02_S11.wav,180705000000,S11,127.1104212,298,117.5219512,1,1,4,0,30,0,39,0,1,1,1,1,2018-07-05,11,Spectrogram 1,1,34296.240855931,34920.065676247,0,9541.833,2018-07-05,12:15:53,12:26:16,623.8248,Maneuver+CPA,NA,201807,CG,0.17328466666666667,2018-07-05T02:15:53Z,2018-07-05T02:15:53Z,12,2018-07-05,Thursday
805355546.180707024358_sel18_S10.wav,180707000000,S10,123.0173926,160,110.3184173,1,1,9,0,51,0,52,0,1,1,1,1,2018-07-07,10,Spectrogram 1,1,130012.233565967,131117.197072977,19.92,7111.554,2018-07-08,14:50:42,15:09:07,1104.9635,Maneuver+CPA,on/off,201807,CG,0.30693430555555556,2018-07-08T04:50:42Z,2018-07-08T04:50:42Z,14,2018-07-08,Sunday
