term,estimate,std.error,statistic,p.value,Dep_ID,depth_m
SL,141.30469433223823,10.818835584576325,13.06098916353685,7.366053996677229e-27,ABW_D1,165
loss_geo,16.661839453108545,4.694884208254533,3.5489351204474318,5.10488059707314e-4,ABW_D1,165
loss_abs,0,0.003366017837050335,0,1,ABW_D1,165
